FECHA,positivos,nue_posi,conf_lab,conf_nexo,muj_posi,hom_posi,extranj_posi,costar_posi,investig_posi,adul_posi,am_posi,menor_posi,eda_ignor_posi,edmin_posi,edmax_posi,promedio_posi,descartados,nue_descar,fallecidos,nue_falleci,muj_fall,hom_fall,emin_fall,emax_fall,promedio_fall,adul_fall,am_fall,menor_fall,hospital,nue_hospi,salon,nue_salon,UCI,nue_UCI,emin_UCI,emax_UCI,promedio_UCI,RECUPERADOS,NUE_RECUP,MUJ_RECUP,HOM_RECUP,ADUL_RECUP,AM_RECUP,MENOR_RECUP,EDA_IGNO_RECUP,PROMEDIO_RECUP,EDMIN_RECUP,EDMAX_RECUP,Muestras,MUEST_NEW,DIA_COVID19,afec_posi,afec_recu,afec_fall,activos,nue_acti,muj_acti,hom_acti,adul_acti,am_acti,menor_acti,eda_igno_acti,edmin_acti,edmax_acti,promedio_acti,letalidad,por_recup,por_activ,transpor,HSJD_UCI,HSJD_SALON,CEACO_UCI,CEACO_SALON,HCG_UCI,HCG_SALON,HMEX_UCI,HMEX_SALON,HNN_UCI,HNN_SALON,HEB_UCI,HEB_SALON,HTF_UCI,HTF_SALON,HLA_UCI,HLA_SALON,HNPSI_UCI,HNPSI_SALON,HSRA_UCI,HSRA_SALON,HDGR_UCI,HDGR_SALON,HDSC_UCI,HDSC_SALON,HUP_UCI,HUP_SALON,HMT_UCI,HMT_SALON,HNEI_UCI,HNEI_SALON,HCHI_UCI ,HCHI_SALON,HMUJ_UCI,HMUJ_SALON,HTUR_UCI,HTUR_SALON,HGOL_UCI,HGOL_SALON,HFEP_UCI,HFEP_SALON,HOSA_UCI,HOSA_SALON,HCAR_UCI,HCAR_SALON,INS_UCI,INS_SALON,HGUA_UCI,HGUA_SALON,HCIMA_UCI,HCIMA_SALON,HBIB_UCI,HBIB_SALON,HRAM_UCI,HRAM_SALON,HMSAN_UCI,HMSAN_SALON,HNGG_UCI,HNGG_SALON,HSVP_UCI,HSVP_SALON,HCAT_UCI,HCAT_SALON,CEACOINS_UCI,CEACOINS_SALON,PAUT_UCI,PAUT_SALON
12/10/2020,89223,733,646,87,42892,46331,15154,74069,0,75766,6054,7317,86,0,100,37.7,157054,984,1108,18,411,697,18,100,69.9,368,740,0,572,47,387,35,185,12,1,86,59,53247,164,25400,27847,45578,3001,4597,71,37.1,0,100,262281,1831,220,82,82,72,34868,551,17081,17787,29820,2313,2720,15,0,37.7,100,1.24,59.68,39.08,,25,75,,,44,82,40,42,1,1,11,13,0,10,0,7,0,9,0,21,0,0,0,4,0,0,0,2,0,6,0,0,0,0,0,0,0,0,1,2,0,0,3,22,,,0,3,1,4,0,3,0,0,0,30,0,8,12,27,0,1,47,7,0,8
13/10/2020,90238,1015,701,314,43383,46855,15245,74993,0,76624,6114,7414,86,0,100,37.7,158271,1217,1124,16,419,705,18,100,69.8,375,749,0,582,65,381,45,201,20,1,87,59,53670,423,25605,28065,45948,3028,4623,71,371,0,100,264549,2268,221,82,82,73,35444,576,17359,18085,30301,2337,2791,15,0,37.7,100,1.25,59.48,39.28,,24,75,,,44,73,43,42,1,5,10,10,0,6,0,7,0,9,0,23,0,0,0,4,0,0,0,2,0,6,0,0,0,0,0,0,0,0,1,1,0,0,5,24,,,0,3,1,5,2,3,0,0,0,29,0,8,12,31,0,0,58,7,0,8
14/10/2020,91780,1542,1180,362,44137,47643,15407,76373,0,77942,6219,7533,86,0,100,37.7,160090,1819,1134,10,423,711,18,100,69.8,380,754,0,553,44,350,27,203,17,1,88,59,54155,485,25853,28302,46376,3053,4655,71,37.1,0,100,267827,3278,222,82,82,73,36491,1047,17861,18630,31186,2412,2878,15,0,37.7,100,1.24,59.01,39.76,,24,70,,,47,66,41,39,2,4,9,9,0,8,0,6,0,10,0,18,0,0,0,6,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,1,0,0,6,24,,,0,4,1,4,1,3,0,0,0,26,0,5,12,27,0,0,59,5,0,8
15/10/2020,93152,1372,1047,325,44811,48341,15554,77598,0,79114,6311,7642,85,0,100,37.7,162135,2045,1159,25,437,722,9,100,69.7,386,771,2,536,57,330,42,206,15,1,88,59,57731,3576,27654,30077,49459,3275,4926,71,37.2,0,100,271394,3567,223,82,82,74,34262,-2229,16720,17542,29269,2265,2714,14,0,37.6,99,1.24,61.98,36.78,,21,67,,,49,58,42,32,2,1,11,10,0,9,0,5,0,8,0,20,0,1,0,7,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,2,0,1,6,20,,,0,2,1,3,1,5,0,1,0,25,0,5,12,25,0,0,61,6,0,9
16/10/2020,94348,1196,860,336,45383,48965,15669,78679,0,80113,6402,7748,85,0,100,37.7,164007,1872,1168,9,441,727,9,100,69.7,390,776,2,526,42,309,29,217,13,1,91,59,58269,538,27921,30348,49927,3299,4972,71,37.2,0,100,274722,3328,224,82,82,75,34911,649,17021,17890,29796,2327,2774,14,0,37.6,99,1.24,61.76,37.00,,21,64,,,55,54,45,27,2,1,11,8,0,7,0,7,0,7,0,18,0,1,0,8,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,14,,,0,2,1,2,2,3,0,0,0,26,0,4,12,25,0,0,62,11,0,10
17/10/2020,95514,1166,867,299,45975,49539,15794,79720,0,81084,6493,7852,85,0,100,37.7,165806,1799,1183,15,447,736,9,100,69.7,394,787,2,520,44,303,28,217,16,1,91,59,58816,547,28194,30622,50395,3325,5025,71,37.2,0,100,277805,3083,225,82,82,75,35515,604,17334,18181,30295,2381,2825,14,0,37.7,99,1.24,61.58,37.18,,19,61,,,55,48,43,27,1,1,15,10,0,6,0,6,0,6,0,19,0,2,0,8,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,13,,,0,2,0,4,2,3,0,0,0,26,0,3,11,24,0,0,65,15,0,10
18/10/2020,96443,929,815,114,46407,50036,15882,80561,0,81855,6582,7921,85,0,100,37.8,167500,1694,1194,11,452,742,9,100,69.7,396,796,2,535,40,320,34,215,6,1,91,60,59049,233,28298,30751,50603,3338,5037,71,37.2,0,100,280768,2963,226,82,82,75,36200,685,17657,18543,30856,2448,2882,14,0,37.7,99,1.24,61.23,37.54,,17,67,,,53,49,46,25,1,2,13,11,0,8,0,6,0,6,0,21,0,2,0,9,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,0,0,6,14,,,0,3,1,3,3,3,0,0,0,28,0,4,12,27,0,1,63,13,0,10
19/10/2020,97075,632,532,100,46665,50410,16048,81027,0,82393,6627,7969,86,0,100,37.8,168295,795,1204,10,458,746,9,100,69.7,402,800,2,551,46,337,38,214,8,1,91,59,59580,531,28563,31017,51054,3375,5080,71,37.2,0,100,282256,1488,2267,82,82,76,36291,91,17644,18647,30937,2452,2887,15,0,37.7,99,1.24,61.38,37.38,,15,70,,,54,52,47,29,2,4,13,8,0,8,0,7,0,6,0,22,0,3,0,11,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,2,0,0,5,11,,,0,3,1,3,3,2,0,0,0,33,0,5,13,25,0,1,61,15,0,10
20/10/2020,97922,847,532,315,47071,50851,16127,81795,0,83076,6690,8070,86,0,100,37.8,169216,921,1222,18,465,757,9,100,69.7,409,811,2,542,46,327,39,215,7,1,91,60,60109,529,28816,31293,51539,3395,5104,71,37.2,0,100,283867,1611,228,82,82,76,36591,300,17790,18801,31128,2484,2964,15,0,37.7,99,1.25,61.38,37.37,,18,67,,,50,44,41,35,3,5,12,8,0,7,0,4,0,7,0,20,0,2,0,9,0,0,0,1,0,3,0,2,0,0,0,0,0,2,0,3,0,0,6,11,,,0,3,1,3,3,2,0,0,0,33,0,5,13,29,0,1,68,11,0,10
21/10/2020,99425,1503,1174,329,47811,51614,16285,83140,0,84349,6782,8206,88,0,100,37.8,171106,1890,1236,14,473,763,9,100,69.7,417,817,2,531,46,325,36,206,10,1,91,60,60738,629,29120,31618,52092,3420,5155,71,37.2,0,100,287168,3301,229,82,82,77,37451,860,18218,19233,31840,2545,3049,17,0,37.7,99,1.24,61.09,37.67,,17,64,,,45,43,40,40,3,4,12,4,0,5,0,4,0,8,0,25,0,2,0,13,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,5,13,,,0,3,1,4,3,2,0,0,0,27,0,6,13,26,0,1,67,14,0,10
22/10/2020,100616,1191,867,324,48437,52179,16394,84222,0,85338,6882,8308,88,0,100,37.8,172899,1793,1251,15,477,774,9,100,69.7,423,826,2,513,48,316,39,197,9,1,91,60,61162,424,29330,31832,52465,3445,5181,71,37.2,0,100,290035,2867,230,82,82,77,38203,752,18630,19573,32450,2611,3125,17,0,37.7,99,1.24,60.79,37.97,,17,63,,,44,42,39,38,2,6,11,4,0,4,0,3,0,10,0,24,0,2,0,13,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,3,0,1,6,10,,,0,2,1,5,2,3,0,0,0,25,0,6,13,22,0,0,62,13,0,10
23/10/2020,101826,1210,897,313,49019,52807,16515,85311,0,86332,6967,8437,90,0,100,37.8,174784,1885,1265,14,482,783,9,100,69.7,426,837,2,521,56,320,44,201,11,1,93,60,61662,500,29574,32088,52906,3478,5207,71,37.2,0,100,293151,3116,231,82,82,77,38899,696,18963,19936,33000,2652,3228,19,0,37.6,99,1.24,60.56,38.20,,20,62,,,43,46,41,38,2,5,8,4,0,3,0,4,0,14,0,26,0,2,0,12,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,4,0,1,6,14,,,0,3,0,4,2,3,0,0,0,24,0,7,13,21,0,0,66,8,0,10
24/10/2020,103088,1262,1016,246,49641,53447,16632,86456,0,87410,7054,8534,90,0,100,37.8,176692,1908,1282,17,486,796,9,100,69.7,430,850,2,504,41,303,31,201,10,1,93,60,62037,375,29770,32267,53222,3506,5238,71,37.2,0,100,296363,3212,232,82,82,77,39769,870,19385,20384,33758,2698,3294,19,0,37.6,99,1.24,60.18,38.58,,20,60,,,35,50,41,38,2,4,11,5,0,3,0,4,0,13,0,24,0,1,0,10,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,3,0,0,5,15,0,0,0,1,1,3,2,3,0,0,0,23,0,7,13,19,0,0,71,0,0,11
25/10/2020,103949,861,752,109,50062,53887,16719,87230,0,88145,7116,8598,90,0,100,37.8,178246,1554,1298,16,495,803,9,100,69.8,434,862,2,508,36,302,28,206,8,1,93,60,62222,185,29861,32361,53384,3513,5254,71,37.2,0,100,299083,2720,233,82,82,77,40429,660,19706,20723,34327,2741,3342,19,0,37.6,99,1.25,59.86,38.89,,20,60,,,39,49,45,40,2,4,9,3,0,3,0,3,0,12,0,20,0,1,0,12,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,4,0,0,4,17,0,0,0,1,1,3,2,2,0,0,0,26,0,6,13,19,0,1,71,0,0,11
26/10/2020,104460,511,420,91,50327,54133,16760,87700,0,88565,7164,8639,92,0,100,37.8,178988,742,1312,14,499,813,9,100,69.8,438,872,2,512,34,306,30,206,4,1,93,59,63709,1487,30643,33066,54667,3614,5355,73,37.2,0,100,300470,1387,234,82,82,76,39439,-990,19185,20254,33460,2678,3282,19,0,37.6,100,1.26,60.99,37.76,,20,60,,,38,50,43,41,2,5,9,4,0,2,0,3,0,12,0,22,0,2,0,14,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,4,0,0,5,16,0,0,0,1,2,2,2,2,0,1,0,24,0,6,12,18,0,1,73,0,0,11
27/10/2020,105322,862,614,248,50776,54546,16837,88485,0,89314,7223,8694,91,0,100,37.8,179870,882,1329,17,509,820,9,100,69.8,443,884,2,498,52,303,43,195,9,1,93,59,64406,697,30983,33423,55297,3639,5398,72,37.2,0,100,302168,1698,235,82,82,76,39587,148,19284,20303,33574,2700,3294,19,0,37.6,100,1.26,61.15,37.59,,22,59,,,36,47,37,43,2,6,4,1,0,6,0,3,0,12,0,26,0,1,0,13,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,4,18,0,0,0,2,1,2,1,2,0,1,0,22,0,4,12,17,0,1,76,0,0,11
28/10/2020,106553,1231,949,282,51382,55171,16963,89590,0,90346,7313,8801,93,0,100,37.8,181546,1676,1340,11,515,825,9,100,69.8,444,894,2,477,42,289,35,188,7,1,100,59,64996,590,31246,33750,55812,3666,5444,74,37.2,0,100,305146,2978,236,82,82,76,40217,630,19621,20596,34090,2753,3355,19,0,37.6,100,1.26,61.00,37.74,,23,50,,,33,50,39,40,2,6,4,4,0,8,0,3,0,13,0,18,0,1,0,11,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,19,0,0,0,2,1,3,1,2,0,1,0,23,0,3,13,16,0,1,68,0,0,11
29/10/2020,107570,1017,748,269,51906,55664,17082,90488,0,91186,7386,8899,99,0,100,37.8,183243,1697,1357,17,522,835,9,100,69.9,447,908,2,452,21,270,14,182,7,1,87,59,65666,670,31564,34102,56371,3710,5506,79,37.2,0,100,308063,2917,237,82,82,76,40547,330,19820,20727,34368,2768,3391,20,0,37.6,100,1.26,61.04,37.69,,22,50,,,32,42,40,36,2,3,6,5,0,8,0,3,0,15,0,21,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,17,0,0,0,2,2,2,1,2,0,1,0,20,0,3,11,15,0,1,62,0,0,11
