FECHA,positivos,nue_posi,conf_lab,conf_nexo,muj_posi,hom_posi,extranj_posi,costar_posi,investig_posi,adul_posi,am_posi,menor_posi,eda_ignor_posi,edmin_posi,edmax_posi,promedio_posi,descartados,nue_descar,fallecidos,nue_falleci,muj_fall,hom_fall,emin_fall,emax_fall,promedio_fall,adul_fall,am_fall,menor_fall,hospital,nue_hospi,salon,nue_salon,UCI,nue_UCI,emin_UCI,emax_UCI,promedio_UCI,RECUPERADOS,NUE_RECUP,MUJ_RECUP,HOM_RECUP,ADUL_RECUP,AM_RECUP,MENOR_RECUP,EDA_IGNO_RECUP,PROMEDIO_RECUP,EDMIN_RECUP,EDMAX_RECUP,Muestras,MUEST_NEW,DIA_COVID19,afec_posi,afec_recu,afec_fall,activos,nue_acti,muj_acti,hom_acti,adul_acti,am_acti,menor_acti,eda_igno_acti,edmin_acti,edmax_acti,promedio_acti,letalidad,por_recup,por_activ,transpor,HSJD_UCI,HSJD_SALON,CEACO_UCI,CEACO_SALON,HCG_UCI,HCG_SALON,HMEX_UCI,HMEX_SALON,HNN_UCI,HNN_SALON,HEB_UCI,HEB_SALON,HTF_UCI,HTF_SALON,HLA_UCI,HLA_SALON,HNPSI_UCI,HNPSI_SALON,HSRA_UCI,HSRA_SALON,HDGR_UCI,HDGR_SALON,HDSC_UCI,HDSC_SALON,HUP_UCI,HUP_SALON,HMT_UCI,HMT_SALON,HNEI_UCI,HNEI_SALON,HCHI_UCI ,HCHI_SALON,HMUJ_UCI,HMUJ_SALON,HTUR_UCI,HTUR_SALON,HGOL_UCI,HGOL_SALON,HFEP_UCI,HFEP_SALON,HOSA_UCI,HOSA_SALON,HCAR_UCI,HCAR_SALON,INS_UCI,INS_SALON,HGUA_UCI,HGUA_SALON,HCIMA_UCI,HCIMA_SALON,HBIB_UCI,HBIB_SALON,HRAM_UCI,HRAM_SALON,HMSAN_UCI,HMSAN_SALON,HNGG_UCI,HNGG_SALON,HSVP_UCI,HSVP_SALON,HCAT_UCI,HCAT_SALON,CEACOINS_UCI,CEACOINS_SALON,PAUT_UCI,PAUT_SALON
01/09/2020,42184,897,673,224,19705,22479,9610,32574,0,35522,2722,3757,183,0,100,37.5,94942,815,443,7,172,271,19,100,69.8,153,290,0,448,41,299,31,149,10,11,83,57,16270,214,7471,8799,13586,862,1737,85,36.3,0,99,151694,1588,179,82,82,57,25471,676,12062,13409,21783,1570,2020,98,0,37.7,99,1.05,38.57,60.38,,34,59,15,70,51,78,36,56,0,8,1,2,0,0,0,0,0,5,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,4,0,0,0,1,0,1,12,0,0,0,,,,
02/09/2020,43305,1121,885,236,20273,23032,9785,33520,0,36505,2783,3837,180,0,100,37.5,96176,1234,453,10,174,279,19,100,69.7,158,295,0,456,47,302,37,154,10,2,83,58,16512,242,7540,8972,13797,871,1748,96,36.3,0,99,153884,2190,180,82,82,58,26340,869,12559,13781,22550,1617,2089,84,0,37.7,99,1.05,38.13,60.82,,32,59,15,68,55,75,40,63,1,8,1,1,0,0,0,0,0,7,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0,2,0,0,0,1,0,0,10,0,0,0,,,,
03/09/2020,44458,1153,913,240,20851,23607,9966,34492,0,37500,2838,3936,184,0,100,37.5,97754,1578,460,7,176,284,19,100,69.5,161,299,0,463,47,302,31,161,16,24,83,59,17855,1343,8233,9622,14960,940,1855,100,36.4,0,99,156466,2582,181,82,82,58,26143,-197,12442,13701,22379,1599,2081,84,0,37.7,99,1.03,40.16,58.80,,32,60,16,63,60,69,39,66,0,9,1,1,0,0,0,0,0,6,0,2,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,1,0,1,13,0,0,1,,,,
04/09/2020,45680,1222,998,224,21451,24229,10135,35545,0,38580,2931,4036,133,0,100,37.5,99506,1752,469,9,177,292,19,100,60.6,163,306,0,469,46,257,30,212,62,24,91,59,18053,198,8329,9724,15167,955,1871,60,36.4,0,99,159455,2989,182,82,82,59,27158,1015,12945,14213,23250,1670,2165,73,0,37.7,99,1.03,39.52,59.45,,30,59,64,16,63,71,42,64,0,10,0,3,0,0,0,0,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,1,0,3,13,0,0,1,,,,
05/09/2020,46920,1240,1015,225,22063,24857,10323,36597,0,39646,3014,4127,133,0,100,37.5,101370,1864,478,9,179,299,19,100,60.6,165,313,0,471,54,261,38,210,16,24,91,59,18211,158,8407,9804,15304,963,1884,60,36.4,0,99,162780,3325,183,82,82,60,28231,1073,13477,14754,24177,1738,2243,73,0,37.7,99,1.02,38.81,60.17,,28,62,62,15,64,83,43,58,0,10,0,2,0,0,0,0,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,1,0,0,13,0,0,1,,,,
06/09/2020,47947,1027,957,70,22581,25366,10449,37498,0,40570,3068,4196,113,0,100,37.5,102555,1185,491,13,185,306,19,100,69.4,172,319,0,480,40,270,25,210,15,24,91,59,18445,234,8519,9926,15521,980,1895,49,36.4,0,99,165144,2364,184,82,82,60,29011,780,13877,15134,24877,1769,2301,64,0,37.6,99,1.02,38.47,60.51,,28,64,61,16,66,82,42,60,0,10,0,3,0,0,0,0,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,15,0,1,0,0,0,2,0,0,0,1,0,1,13,0,0,1,,,,
07/09/2020,48780,833,750,83,22990,25790,10554,38226,0,41305,3126,4233,116,0,100,37.5,103361,806,510,19,195,315,19,100,69.5,177,333,0,496,41,283,34,213,12,24,91,59,19083,638,8848,10235,16073,1027,1933,50,36.5,0,99,166786,1642,185,82,82,60,29187,176,13947,15240,25055,1766,2300,66,0,37.6,100,1.05,39.12,59.83,,28,72,59,14,69,84,44,66,0,10,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,15,0,2,0,1,0,1,0,0,0,1,0,1,13,0,0,1,,,,
08/09/2020,49897,1117,829,288,23523,26374,10722,39175,0,42245,3194,4341,117,0,100,37.5,104510,1149,531,21,202,329,19,100,69.6,185,346,0,500,57,264,34,236,23,23,91,60,19285,202,8951,10334,16250,1033,1951,51,36.5,0,99,169002,2216,186,82,82,62,30081,894,14370,15711,25810,1815,2390,66,0,37.6,100,1.06,38.65,60.29,,26,69,,,71,82,42,57,0,6,0,2,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,4,3,,,0,2,0,1,1,0,0,0,0,1,0,4,12,5,0,1,80,17,,
09/09/2020,51224,1327,1066,261,24173,27051,10894,40330,0,43366,3287,4455,116,0,100,37.5,105961,1451,543,12,205,338,19,100,69.9,189,354,0,509,68,272,51,237,17,23,91,60,19544,259,9065,10479,16485,1046,1963,50,36.5,0,99,172011,3009,187,82,82,63,31137,1056,14903,16234,26692,1887,2492,66,0,37.6,100,1.06,38.15,60.79,,28,67,,,73,83,40,51,0,5,0,2,0,0,0,1,0,7,0,2,0,1,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,4,4,,,0,2,1,0,1,2,0,0,0,4,0,2,13,6,0,1,77,21,0,2
10/09/2020,52549,1325,1063,262,24827,27722,11066,41483,0,44504,3390,4538,117,0,100,37.6,107513,1552,567,24,214,353,19,100,69.7,195,372,0,524,74,305,60,219,14,24,96,60,20322,778,9439,10883,17160,1084,2023,55,36.5,0,99,175050,3039,188,82,82,63,31660,523,15174,16486,27149,1934,2515,62,0,37.5,100,1.08,38.67,60.25,,25,65,,,63,87,37,66,0,4,0,3,0,0,0,3,0,10,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,4,8,,,0,1,0,0,2,1,0,1,0,2,0,10,13,9,0,1,75,21,0,0
11/09/2020,53969,1420,1167,253,25506,28463,11275,42694,0,45744,3475,4636,114,0,100,37.6,109500,1987,583,16,221,362,19,100,69.8,198,385,0,534,65,313,46,221,19,24,96,60,20710,388,9631,11079,17495,1100,2059,56,36.5,0,99,178446,3396,189,82,82,65,32676,1016,15654,17022,28051,1990,2577,58,0,37.6,100,1.08,38.37,60.55,,29,70,,,65,93,37,61,0,3,1,3,0,0,0,5,0,10,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,,,0,1,2,1,1,4,0,1,0,0,0,6,13,12,0,2,70,22,0,0
12/09/2020,55454,1485,1261,224,26236,29218,11474,43980,0,47038,3549,4753,114,0,100,37.6,111235,1735,590,7,224,366,19,100,69.7,202,388,0,564,72,339,53,225,19,24,96,60,20928,218,9739,11189,17674,1109,2088,57,336.5,0,99,181763,3317,190,82,82,65,33936,1260,16273,17663,29162,2052,2665,57,0,37.6,100,1.06,37.74,61.20,,31,71,,,65,90,36,65,0,2,1,4,0,1,0,8,0,10,0,7,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,10,,,0,1,1,2,1,4,0,1,0,4,0,3,13,16,0,3,71,23,0,2
13/09/2020,56424,970,911,59,26714,29710,11607,44817,0,47879,3624,4798,123,0,100,37.6,112919,1684,605,15,229,376,19,100,69.8,206,399,0,589,62,352,62,237,18,24,96,60,21069,141,9810,11259,17792,1118,2099,60,36.5,0,99,184522,2759,191,82,82,65,34750,814,16675,18075,29881,2107,2699,63,0,37.6,100,1.07,37.34,61.59,,32,70,,,71,87,40,67,0,3,1,4,0,1,0,7,0,10,0,9,0,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4,5,9,,,0,1,0,2,0,7,0,0,0,4,0,4,13,20,0,3,75,24,0,2
14/09/2020,57361,937,841,96,27172,30189,11704,45657,0,48667,3704,4864,126,0,100,37.6,113934,1015,621,16,233,388,19,100,69.9,210,411,0,620,86,377,71,243,15,24,91,60,21206,137,9881,11325,17906,1123,2117,60,36.5,0,99,186456,1934,192,82,82,65,35534,784,17058,18476,30551,2170,2747,66,0,37.5,100,1.08,36.97,61.95,,33,72,,,73,85,41,66,0,5,1,2,0,2,0,7,0,22,0,10,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,9,0,1,0,1,1,0,0,6,0,1,0,6,0,24,13,18,0,3,74,22,0,1
15/09/2020,58138,777,713,64,27555,30583,11786,46352,0,49340,3760,4909,129,0,100,37.6,114929,995,633,12,240,393,19,100,70,212,421,0,631,45,382,32,249,13,24,91,60,21536,330,10036,11500,18183,1148,2142,63,36.5,0,99,188249,1793,193,82,82,65,35969,435,17279,18690,30945,2191,2767,66,0,37.7,100,1.09,37.04,61.87,,28,74,,,78,91,44,65,0,5,1,2,0,0,0,6,0,22,0,12,0,5,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,6,10,0,1,0,4,1,0,1,4,0,1,0,8,0,22,13,18,0,2,76,19,0,1
16/09/2020,59516,1378,1135,243,28264,31252,11938,47578,0,50524,3867,4996,129,0,100,37.6,116014,1085,649,16,246,403,19,100,70.1,215,434,0,634,61,381,44,253,17,23,91,60,21752,216,10137,11615,18382,1156,2151,63,36.5,0,99,190570,2321,194,82,82,65,37115,1146,17881,19234,31927,2277,2845,66,0,37.7,100,1.09,36.55,62.36,,31,75,,,81,92,41,60,0,4,4,4,0,0,0,5,0,22,0,12,0,3,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,6,13,0,1,0,5,1,0,2,3,0,1,0,8,0,27,12,18,0,2,74,15,0,1
17/09/2020,60818,1302,1021,281,28907,31911,12029,48789,0,51636,3947,5106,129,0,100,37.6,117301,1287,666,17,253,413,19,100,70.1,220,446,0,627,62,382,40,245,22,23,91,60,22662,910,10610,12052,19157,1197,2244,64,36.6,0,99,193045,2475,195,82,82,66,37490,375,18044,19446,32259,2304,2862,65,0,37.7,100,1.10,37.26,61.64,,31,71,,,71,89,40,63,0,4,4,5,0,1,0,5,0,22,0,12,0,2,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,6,18,0,1,0,6,0,1,1,5,0,1,0,10,0,21,13,18,0,1,78,15,0,1
18/09/2020,62374,1556,1323,233,29647,32727,12233,50141,0,52963,4046,5236,129,0,100,37.6,119216,1915,686,20,263,423,19,100,70.1,228,458,0,623,50,378,33,245,17,23,91,60,23168,506,10857,12311,19611,1212,2281,64,36.5,0,99,196377,3332,196,82,82,67,38520,1030,18527,19993,33124,2376,2955,65,0,37.7,100,1.10,37.14,61.76,,29,73,,,69,89,42,58,0,0,4,6,0,1,0,5,0,21,0,12,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,5,24,0,1,0,7,0,1,1,7,0,0,0,6,0,16,13,15,0,0,81,23,0,2
19/09/2020,63712,1338,1034,304,30299,33413,12404,51308,0,54066,4162,5352,132,0,100,37.6,121292,2076,706,20,270,436,19,100,70.1,233,473,0,620,53,373,40,247,13,23,91,60,23552,384,11042,12510,19954,1225,2309,64,36.5,0,99,199713,3336,197,82,82,67,39454,934,18987,20467,33879,2464,3043,68,0,37.7,100,1.11,36.97,61.93,,29,69,,,67,85,40,61,0,1,8,2,0,7,0,5,0,19,0,10,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,6,25,0,1,0,4,0,1,3,7,0,0,0,5,0,14,11,17,0,2,82,25,0,2
20/09/2020,64899,1187,1118,69,30840,34059,12555,52344,0,55102,4261,5422,114,0,100,37.6,123088,1796,727,21,277,450,19,100,70.3,236,491,0,633,61,381,42,252,19,23,91,60,23842,290,11185,12657,20218,1234,2328,62,36.5,0,99,202796,3083,198,82,82,68,40330,876,19378,20952,34648,2536,3094,52,0,37.7,100,1.12,36.74,62.14,,28,70,,,74,93,39,59,0,1,8,4,0,5,0,5,0,17,0,12,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,6,26,0,1,0,5,0,0,1,5,0,0,0,9,0,14,13,21,0,2,82,20,0,2
21/09/2020,65602,703,651,52,31146,34456,12644,52958,0,55696,4327,5459,120,0,100,37.7,124178,1090,745,18,283,462,19,100,70.3,241,504,0,634,49,380,40,254,9,1,91,61,25127,1285,11849,13278,21322,1324,2413,68,36.6,0,99,204765,1969,199,82,82,68,39730,-600,19014,20716,34133,2499,3046,52,0,37.7,100,1.14,38.30,60.56,,27,75,,,83,90,37,66,1,1,10,2,0,5,0,6,0,18,0,9,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,6,25,0,0,0,5,0,1,1,4,0,0,0,9,0,14,12,19,0,2,76,19,0,2
22/09/2020,66689,1087,868,219,31688,35001,12777,53912,0,56616,4412,5541,120,0,100,37.7,125212,1034,760,15,290,470,19,100,70.3,244,516,0,637,55,377,41,260,14,1,91,60,25706,579,12122,13584,21843,1343,2452,68,36.6,0,99,206812,2047,200,82,82,68,40223,493,19276,20947,34529,2553,3089,52,0,37.7,100,1.14,38.55,60.31,,28,75,,,83,85,39,65,1,0,9,4,0,7,0,9,0,17,0,10,0,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,24,0,0,0,3,0,1,2,5,0,1,0,9,0,15,13,19,0,2,78,16,0,2
23/09/2020,68059,1370,1142,228,32346,35713,12918,55141,0,57781,4504,5662,112,0,100,37.7,127047,1835,781,21,300,481,19,100,70.3,251,530,0,616,56,367,43,249,13,1,91,61,26136,430,12318,13818,22233,1362,2479,62,36.6,0,99,210057,3245,201,82,82,68,41142,919,19728,21414,35297,2612,3183,50,0,37.7,100,1.15,38.40,60.45,,24,63,,,82,79,41,61,1,0,8,4,0,9,0,9,0,17,0,9,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,7,23,0,0,0,5,0,1,2,5,0,1,0,16,0,16,13,21,0,2,71,18,0,1
24/09/2020,69459,1400,1122,278,33052,36407,13078,56381,0,58953,4605,5788,113,0,100,37.7,129114,2067,795,14,307,488,19,100,70.3,254,541,0,610,610,357,44,253,13,1,91,61,26554,418,12524,14030,22599,1382,2510,63,36.6,0,99,213404,3347,202,82,82,69,42110,968,20221,21889,36100,2682,3278,50,0,37.7,100,1.14,38.23,60.63,,26,56,,,82,78,41,63,1,0,8,3,0,5,0,9,0,16,0,8,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,24,0,0,0,2,0,0,1,7,0,0,0,17,0,20,13,23,0,1,74,17,0,1
25/09/2020,70816,1357,1133,224,33694,37122,13270,57546,0,60075,4734,5891,116,0,100,37.7,130639,1525,812,17,315,497,19,100,70.3,260,552,0,595,43,358,31,237,12,1,91,61,27023,469,12732,14291,23011,1411,2536,65,36.7,0,99,216356,2952,203,82,82,69,42981,871,20647,22334,36804,2771,3355,51,0,37.7,100,1.15,38.16,60.69,,26,56,,,70,84,37,67,1,0,8,3,0,8,0,8,0,15,0,9,0,2,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,19,0,0,0,2,0,0,1,7,0,0,0,13,0,17,12,23,0,1,76,17,0,0
26/09/2020,72049,1233,994,239,34311,37738,13429,58620,0,61144,4804,5985,116,0,100,37.7,132702,2063,828,16,323,505,19,100,70.3,264,564,0,579,51,341,31,238,20,1,91,61,27760,737,13055,14705,23662,1438,2590,70,36.6,0,99,219823,3467,204,82,82,70,43461,480,20933,22528,37218,2802,3395,46,0,37.7,100,1.15,38.53,60.32,,29,52,,,69,79,38,63,1,2,10,3,0,9,0,8,0,12,0,6,0,2,1,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,20,0,0,0,1,0,1,1,7,0,0,0,13,0,14,12,19,0,2,73,18,0,2
27/09/2020,72984,935,859,76,34762,38222,13526,59458,0,61926,4896,6044,118,0,100,37.7,134265,1563,847,19,332,515,19,100,70.3,270,577,0,595,69,372,59,223,10,1,91,61,28582,822,13416,15166,24352,1481,2677,72,36.6,0,99,222548,2725,205,82,82,70,43555,94,21014,22541,37304,2838,3367,46,0,37.8,100,1.16,39.16,59.68,,28,51,,,60,86,33,67,1,2,10,5,0,10,0,9,0,12,0,10,0,2,1,7,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,2,4,23,0,0,0,4,0,2,1,7,0,1,0,12,0,13,11,21,0,1,74,15,0,5
28/09/2020,73714,730,661,69,35121,38593,13598,60116,0,62560,4955,6080,119,0,100,37.7,135326,1061,861,14,336,525,19,100,70.3,277,584,0,617,52,389,42,228,10,1,91,61,29420,838,13794,15626,25059,1519,2767,75,36.6,0,99,224515,1967,206,82,82,70,43433,-122,20991,22442,37224,2852,3313,44,0,37.8,100,1.17,39.91,58.92,,28,58,,,59,95,35,70,1,2,11,6,0,10,0,9,0,12,0,10,0,3,0,8,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,5,24,0,0,0,2,0,2,1,4,0,1,0,11,0,13,12,21,0,2,76,14,0,5
29/09/2020,74604,890,672,218,35567,39037,13685,60919,0,63331,5003,6151,119,0,100,37.7,136309,983,880,19,341,539,19,100,70.3,283,597,0,606,47,376,37,230,10,1,91,61,30703,1283,14425,16278,26125,1587,2911,80,36.6,0,99,226281,1766,207,82,82,70,43021,-412,20801,22220,36923,2819,3240,39,0,37.9,100,1.18,41.15,57.67,,28,59,,,61,91,37,64,1,2,11,7,0,9,0,8,0,12,0,8,0,2,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,25,0,0,0,1,0,5,1,3,0,0,0,13,0,10,11,24,0,0,76,13,0,6
30/09/2020,75760,1156,902,254,36139,39621,13822,61938,0,64338,5065,6242,115,0,100,37.7,138114,1805,904,24,346,558,19,100,70.4,290,614,0,574,39,352,29,222,10,1,93,60,37841,7138,17959,19882,32229,2113,3410,89,37,0,99,229178,2897,208,82,82,70,37015,-6006,17834,19181,31819,2338,2832,26,0,37.6,100,1.19,49.95,48.86,,28,61,,,65,74,33,54,1,2,12,9,0,8,0,8,0,10,0,7,0,2,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,23,0,0,0,1,0,2,1,5,0,0,0,15,0,11,11,27,0,1,67,15,0,6
01/10/2020,76828,1068,794,274,36678,40150,13944,62884,0,65218,5133,6359,118,0,100,37.7,139852,1738,917,13,350,567,19,100,70.3,295,622,0,572,48,351,42,221,6,1,93,60,39843,2002,18869,20974,33979,2229,3541,94,37,0,99,231928,2750,209,82,82,70,36068,-947,17459,18609,30944,2282,2818,24,0,37.6,100,1.19,51.86,46.95,,30,58,,,65,69,33,52,1,2,11,10,0,11,0,7,0,10,0,10,0,3,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,2,0,1,1,5,0,0,0,15,0,10,12,29,0,0,64,14,0,6
02/10/2020,77829,1001,785,216,37170,40659,14047,63782,0,66056,5212,6444,117,0,100,37.7,141619,1767,930,13,354,576,18,100,70.2,304,626,0,582,79,358,63,224,16,1,93,60,42621,2778,20242,22379,36388,2382,3752,99,37,0,100,234624,2696,210,82,82,70,34278,-1790,16574,17704,29364,2204,2692,18,0,37.6,100,1.19,54.76,44.04,,27,60,,,68,62,37,50,1,3,13,9,0,12,0,8,0,10,0,14,0,3,0,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,27,0,0,0,2,0,3,2,5,0,0,0,21,0,9,12,26,0,0,60,12,0,6
03/10/2020,79182,1353,1158,195,37880,41302,14192,64990,0,67211,5314,6540,117,0,100,37.7,143614,1995,950,20,361,589,18,100,70.1,311,639,0,556,47,343,38,213,9,1,89,60,45007,2386,21392,23615,38477,2484,3946,100,37,0,100,238248,3624,211,82,82,70,33225,-1053,16127,17098,28423,2191,2594,17,0,37.7,99,1.20,56.84,41.96,,28,60,,,66,55,39,45,1,3,10,9,0,11,0,8,0,9,0,10,0,1,0,6,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,26,0,1,0,3,0,4,2,5,0,0,0,23,0,10,12,30,0,0,51,10,0,8
04/10/2020,80407,1225,1169,56,38503,41904,14321,66086,0,68270,5413,6607,117,0,100,37.7,145245,1631,971,21,369,602,18,100,70.1,318,653,0,561,49,346,37,215,12,1,89,60,47549,2542,22599,24950,40640,2659,4148,102,37.1,0,100,241416,3168,212,82,82,70,31887,-1338,15535,16352,27312,2101,2459,15,0,37.7,98,1.21,59.14,39.66,,31,64,,,66,53,42,42,1,3,12,9,0,11,0,9,0,9,0,13,0,1,0,6,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,24,0,1,0,3,0,5,2,4,0,0,0,28,0,9,12,29,0,0,45,10,0,8
05/10/2020,81129,722,668,54,38843,42286,14393,66736,0,68909,5461,6640,119,0,100,37.7,146232,987,987,16,374,613,18,100,70.2,324,663,0,570,37,358,29,212,8,1,89,60,49703,2154,23585,26118,42474,2798,4326,105,37.1,0,100,243276,1860,213,82,82,70,30439,-1448,14884,15555,26111,2000,2314,14,0,37.7,98,1.22,61.26,37.52,,29,66,,,67,60,42,46,1,3,12,10,0,8,0,10,0,9,0,12,0,1,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,1,0,0,4,25,0,0,0,3,0,5,2,3,0,0,0,27,0,9,10,31,0,0,44,10,0,8
06/10/2020,82142,1013,773,240,39333,42809,14390,67752,0,69791,5530,6734,87,0,100,37.7,147175,943,1004,17,381,623,18,100,70.1,331,673,0,574,53,360,36,214,17,1,89,60,50020,317,23749,26271,42767,2822,4358,73,37.1,0,100,245115,1839,214,82,82,71,31118,679,15203,15915,26693,2035,2376,14,0,37.7,98,1.22,60.89,37.88,,29,61,,,66,62,39,48,1,3,12,9,0,8,0,9,0,9,0,14,0,1,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,1,0,0,5,24,0,0,0,2,0,6,2,3,0,0,0,28,0,10,12,31,0,0,47,10,0,8
07/10/2020,83497,1355,1131,224,40005,43492,14624,68873,0,70945,5634,6832,86,0,100,37.7,148499,1324,1024,20,387,637,18,100,70,338,686,0,557,54,354,42,203,12,1,89,60,50295,275,23873,26422,43016,2838,4368,73,37.1,0,100,247803,2688,215,82,82,71,32178,1060,15745,16433,27591,2110,2464,13,0,37.7,98,1.23,60.24,38.54,,29,55,,,56,66,39,39,1,4,12,10,0,7,0,7,0,10,0,16,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,1,0,0,1,2,0,0,5,23,0,0,0,5,0,7,1,3,0,0,0,28,0,10,12,26,0,1,47,10,0,8
08/10/2020,84828,1331,992,339,40690,44138,14735,70093,0,72050,5741,6952,85,0,100,37.8,150471,1972,1040,16,392,648,18,100,70,345,695,0,568,66,371,55,197,11,1,89,60,51782,1487,24673,27109,44303,2913,4494,72,37.1,0,100,251285,3482,216,82,82,71,32006,-172,15625,16381,27402,2133,2458,13,0,37.8,98,1.23,61.04,37.73,,30,65,,,49,75,38,42,1,4,11,9,0,7,0,7,0,9,0,15,0,1,0,7,0,1,0,5,0,3,0,0,0,0,0,0,0,1,0,1,0,0,6,23,0,0,0,5,2,5,1,2,0,0,0,33,0,8,9,24,0,0,50,10,0,9
09/10/2020,86053,1225,903,322,41298,44755,14846,71207,0,73081,5830,7057,85,0,100,37.8,152317,1846,1055,15,396,659,18,100,69.9,353,702,0,566,56,369,50,197,6,1,89,60,52327,545,24947,27380,44774,2953,4528,72,37.1,0,100,254262,2977,217,82,82,71,32671,665,15955,16716,27954,2175,2529,13,0,37.7,98,1.23,60.81,37.97,,30,69,,,49,69,38,44,1,3,11,10,0,9,0,6,0,10,0,16,0,1,0,5,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,6,23,,,0,5,2,3,1,2,0,1,0,31,0,9,9,24,0,2,50,9,0,8
10/10/2020,87439,1386,1042,344,42025,45414,14982,72457,0,74247,5925,7180,87,0,100,37.7,154306,1989,1076,21,401,675,18,10,70,358,718,0,547,59,352,45,195,14,1,89,60,52669,342,25108,27561,45074,2972,4551,72,37.1,0,100,257549,3287,218,82,82,72,33694,1023,16516,17178,28815,2235,2629,15,0,37.7,99,1.23,60.24,38.53,,27,70,,,45,71,39,39,1,2,11,11,0,7,0,5,0,9,0,16,0,1,0,5,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,6,22,,,0,3,2,2,1,0,0,1,0,32,0,7,12,22,0,1,51,10,0,8
11/10/2020,88490,1051,937,114,42547,45943,15087,73403,0,75144,5994,7264,88,0,100,37.7,156070,1764,1090,14,405,685,18,100,70,360,730,0,565,57,376,49,189,8,1,89,60,53083,414,25324,27759,45436,2991,4583,73,37.1,0,100,260450,2901,219,82,82,72,34317,623,16818,17499,29348,2273,2681,15,0,37.7,100,1.23,59.99,38.78,,26,73,,,42,82,41,40,1,1,12,11,0,7,0,6,0,9,0,21,0,2,0,6,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,2,0,0,6,20,,,0,4,2,2,1,0,0,1,0,31,0,7,12,23,0,3,45,10,0,8
